Title,Mapped Genres
As I Lay Dying,"classics, fiction, , , american, school, southern gothic"
The Cost of Knowing,"young adult, contemporary, fantasy, magic, fiction, science fiction, audiobook"
Fable,"fantasy, young adult, romance, pirates, young adult, fiction, audiobook"
Life and Death: Twilight Reimagined,"fantasy, romance, young adult, vampires, fiction, paranormal, urban"
Later,"horror, fiction, thriller, audiobook, mystery, crime, paranormal"
Relish: My Life in the Kitchen,"graphic novel, memoir, food, non-fiction, comic book, biography, cooking"
Cursor's Fury,"fantasy, fiction, epic, high fantasy, audiobook, magic, adventure"
Thinner,"horror, fiction, thriller, fantasy, supernatural, paranormal, audiobook"
She’s Not There: A Life in Two Genders,"memoir, non-fiction, lgbt, gender, queer, biography, transgender"
The Body: A Guide for Occupants,"non-fiction, science, health, audiobook, biology, medical, medical"
The Unexpected Everything,"contemporary, young adult, romance, young adult, fiction, realistic fiction, young adult"
Beartown,"fiction, contemporary, audiobook, sports, literary fiction, adult, adult"
Good Girls,"young adult, romance, contemporary, chick lit, fiction, teen, realistic fiction"
After the Game,"romance, young adult, contemporary, sports, sports, high school, new adult"
My Moms Love Me,"picture books, lgbt, family, childrens, storytime, queer, love"
Such a Fun Age,"fiction, contemporary, audiobook, literary fiction, adult, race, adult"
Dragonseye,"fantasy, science fiction, dragons, fiction, science fiction, adult, young adult"
Mindset: The New Psychology of Success,"psychology, non-fiction, self help, business, personal development, leadership, parenting"
In Our Time,"classics, fiction, short stories, , american, school, 20th century"
Hexed,"young adult, fantasy, paranormal, witches, romance, magic, supernatural"
A Year Without a Name,"memoir, non-fiction, lgbt, queer, transgender, audiobook, biography"
When You Trap A Tiger,"middle grade, fantasy, magic, fiction, audiobook, childrens, family"
A River of Royal Blood,"fantasy, young adult, young adult, fiction, romance, high fantasy, magic"
Counterfeit Son,"young adult, mystery, fiction, thriller, realistic fiction, abuse, teen"
A Knight of the Seven Kingdoms,"fantasy, fiction, short stories, audiobook, adventure, high fantasy, epic"
Finger Lickin Fifteen,"mystery, fiction, humor, chick lit, romance, crime, audiobook"
Unwind,"young adult, dystopia, science fiction, fiction, fantasy, horror, thriller"
Wintergirls,"young adult, fiction, contemporary, mental health, realistic fiction, mental health, teen"
The House on Mango Street,"fiction, classics, young adult, short stories, school, coming of age, contemporary"
Suicide Notes From Beautiful Girls,"young adult, mystery, contemporary, thriller, fiction, mystery, mental health"
She Drives Me Crazy,"romance, lgbt, young adult, lesbian, queer, contemporary, enemies to lovers"
Kin,"graphic novel, fantasy, young adult, comic book, urban, fae, fiction"
The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,"non-fiction, lgbt, queer, parenting, sexuality, health, gender and sexuality"
New Sudden Fiction: Short-Short Stories from America and Beyond,"short stories, fiction, school, anthology, college, school, short stories"
Sasaki and Miyano,"manga, romance, boys love, lgbt, queer, contemporary, young adult"
The Shack,"fiction, christianity, christianity, spirituality, faith, religion, inspirational"
Openly Straight,"young adult, lgbt, contemporary, romance, queer, fiction, audiobook"
Cold Day in the Sun,"romance, young adult, sports, contemporary, hockey, young adult, sports"
The Girl Who Fell from the Sky,"fiction, young adult, historical, coming of age, audiobook, african american, race"
Sudden Fiction (Continued): 60 New Short-Short Stories,"short stories, fiction, anthology, fiction"
The Age of Miracles,"fiction, young adult, science fiction, dystopia, coming of age, fantasy, audiobook"
The Midnight Star,"fantasy, young adult, romance, dystopia, young adult, fiction, magic"
American Girls,"young adult, contemporary, fiction, realistic fiction, romance, coming of age, young adult"
Jubilee,"historical, fiction, classics, african american, historical, civil war, audiobook"
The Road to Wellville,"fiction, historical, humor, historical, , , health"
Unite Me,"fantasy, dystopia, young adult, romance, fiction, novella, science fiction"
The Island,"fiction, chick lit, romance, audiobook, contemporary, adult, womens"
From a Buick 8,"horror, fiction, fantasy, thriller, science fiction, mystery, supernatural"
The Last American Hero: The Remarkable Life of John Glenn,"biography, non-fiction, historical, american, space"
Bloodrose: Nightshade Novel,"young adult, fantasy, paranormal, werewolves, romance, supernatural, paranormal"
The Rookie Bookie,"sports, realistic fiction, mathematics, middle grade, fiction, humor, childrens"
The Circle,"fiction, science fiction, dystopia, audiobook, contemporary, adult, "
Milk Glass Moon,"fiction, chick lit, romance, contemporary, adult, southern, audiobook"
The Sacrifice of Darkness,"graphic novel, science fiction, comic book, fiction, fantasy, young adult, romance"
Zero Day,"thriller, fiction, mystery, audiobook, crime, suspense, mystery"
The Sweet Far Thing,"fantasy, young adult, historical, historical, fiction, romance, paranormal"
Two Roads,"historical, middle grade, historical, native american, fiction, indigenous, young adult"
Plainsong,"fiction, literary fiction, contemporary, , , adult, audiobook"
Water Dancer,"fiction, lgbt, queer"
The True and Outstanding Adventures of the Hunt Sisters,"fiction, chick lit, contemporary, , humor, adult, family"
A Long Way Gone: Memoirs of a Boy Soldier,"non-fiction, memoir, biography, war, historical, biography, autobiography"
Spin Me Right Round,"lgbt, young adult, romance, time travel, contemporary, queer, science fiction"
Gertrude and Claudius,"fiction, historical, historical, , american, literary fiction, "
Like Other Girls,"lgbt, young adult, lesbian, contemporary, sports, romance, queer"
Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"fantasy, young adult, magic, contemporary, fiction, audiobook, young adult"
The Leftovers,"fiction, fantasy, science fiction, dystopia, audiobook, contemporary, adult"
Dear Medusa,"poetry, young adult, contemporary, lgbt, mental health, fiction, queer"
Prom,"young adult, fiction, realistic fiction, contemporary, romance, teen, high school"
American Psycho,"fiction, horror, classics, thriller, crime, contemporary, "
Save Me a Seat,"middle grade, realistic fiction, fiction, school, audiobook, childrens, young adult"
The Last Juror,"fiction, thriller, mystery, crime, law, suspense, mystery"
The Stand,"horror, fiction, fantasy, science fiction, post apocalyptic, thriller, dystopia"
Dragonflight,"fantasy, science fiction, dragons, fiction, science fiction, young adult, high fantasy"
Paul McCartney: The Life,"music, biography, non-fiction, historical, audiobook, biography, pop culture"
If I Stay,"young adult, romance, contemporary, fiction, realistic fiction, teen, music"
Tales of the City,"fiction, lgbt, queer, humor, classics, gay, audiobook"
A Court of Silver Flames,"fantasy, romance, romance, fiction, fae, fantasy, audiobook"
Shadow Wand,"fantasy, young adult, romance, audiobook, magic, witches, young adult"
Star-Crossed,"middle grade, lgbt, contemporary, romance, queer, realistic fiction, fiction"
Stamped from the Beginning: The Definitive History of Racist Ideas in America,"non-fiction, historical, race, social, politics, anti racist, audiobook"
This Book is Gay,"non-fiction, lgbt, , queer, gay, self help, humor"
Maya Angelou: Greeting the Morning,biography
On Mystic Lake,"fiction, romance, chick lit, contemporary, contemporary, adult, adult"
Lisey's Story,"horror, fiction, fantasy, thriller, mystery, audiobook, romance"
Where I End and You Begin,"young adult, romance, contemporary, lgbt, fantasy, fiction, magic"
American Photography,"photography, art, art, non-fiction"
Bastard out of Carolina,"fiction, classics, southern, coming of age, literary fiction, queer, "
She's Come Undone,"fiction, contemporary, chick lit, coming of age, adult, , adult"
Both Can Be True,"lgbt, middle grade, queer, contemporary, romance, young adult, realistic fiction"
A Thousand Country Roads: An Epilogue to The Bridges of Madison County,"fiction, romance, , adult, chick lit, classics, drama"
Sweat,"plays, drama, fiction, theatre, school, school, college"
Red Rising,"science fiction, fantasy, fiction, dystopia, young adult, audiobook, science fiction"
Gods and Monsters,"fantasy, romance, young adult, witches, audiobook, young adult, romance"
If I Was Your Girl (MR),"young adult, lgbt, contemporary, romance, fiction, queer, transgender"
Glass,"young adult, poetry, fiction, contemporary, realistic fiction, mental health, teen"
The Paris Project,"middle grade, realistic fiction, fiction, young adult, lgbt, contemporary, childrens"
The Lady in the Lake,"mystery, fiction, crime, noir, classics, detective, thriller"
The God of Small Things,"fiction, india, historical, classics, literary fiction, contemporary, india"
The Honeys,"horror, young adult, lgbt, mystery, queer, thriller, audiobook"
Skin Folk: Stories,"short stories, fantasy, horror, fiction, science fiction, queer, fiction"
Take Me With You When You Go,"young adult, contemporary, fiction, lgbt, romance, realistic fiction, audiobook"
Tinisima,"fiction, historical, spain, latin american, contemporary, 20th century, womens"
One Trick Pony,young adult
Speak,"young adult, fiction, contemporary, realistic fiction, mental health, coming of age, teen"
Confessions of a Not It Girl,"young adult, romance, contemporary, fiction, chick lit, teen, realistic fiction"
After (AT),"new adult, contemporary, young adult, fiction, college, contemporary, enemies to lovers"
Wolfsbane,"young adult, fantasy, paranormal, werewolves, romance, paranormal, supernatural"
A Study in Charlotte,"mystery, young adult, contemporary, fiction, retellings, mystery, audiobook"
Billie Standish Was Here,"young adult, fiction, historical, realistic fiction, coming of age, contemporary, historical"
The Face on the Milk Carton,"young adult, mystery, fiction, childrens, realistic fiction, middle grade, teen"
The Official a Game of Thrones Coloring Book: An Adult Coloring Book,"colouring, fantasy, colouring, art, high fantasy, reference, adult"
Amsterdam,"fiction, contemporary, literary fiction, british literature, , , 20th century"
Surviving the Applewhites,"young adult, fiction, realistic fiction, middle grade, childrens, humor, contemporary"
Quicksilver,"young adult, science fiction, fantasy, paranormal, aliens, fiction, lgbt"
Moxie,"young adult, contemporary, feminism, fiction, realistic fiction, romance, young adult"
If You Find This,"mystery, middle grade, adventure, childrens, fiction, realistic fiction, juvenile"
Our Year in Love and Parties,"romance, young adult, contemporary, new adult, fiction, college, audiobook"
Tempest,"young adult, time travel, fantasy, romance, science fiction, paranormal, fiction"
Keys to the Repository,"young adult, vampires, fantasy, paranormal, angels, romance, fiction"
Words and Their Meanings,"young adult, contemporary, realistic fiction, fiction, romance, family, death"
Drowned Cities,"young adult, science fiction, dystopia, fiction, fantasy, post apocalyptic, adventure"
Banner in the Sky,"fiction, young adult, historical, adventure, childrens, classics, school"
Earth (the book) A Visitors Guide to the Human Race,"humor, non-fiction, comedy, audiobook, politics, historical, science"
Skin (DJN),"young adult, fiction, realistic fiction, contemporary, romance, teen, illness"
Aftermath,"young adult, mystery, thriller, contemporary, fiction, romance, mystery"
The Drowning Summer,"fantasy, young adult, lgbt, mystery, lesbian, paranormal, thriller"
